corso_codice,annoaccademico,immatricolabile,corso_descrizione,url,campus,sededidattica,ambiti,tipologia,durata,internazionale,internazionale_titolo,internazionale_lingua,lingue,accesso
659,2018/2019,False,Giurisprudenza,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0659,Bologna,Bologna,Giurisprudenza,Laurea Magistrale a ciclo unico,5,False,,,Italiano,libero accesso con verifica delle conoscenze
660,2018/2019,False,Giurisprudenza,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0660,Ravenna,Ravenna,Giurisprudenza,Laurea Magistrale a ciclo unico,5,False,,,Italiano,libero accesso con verifica delle conoscenze
881,2018/2019,True,Architettura,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0881,Cesena,Cesena,Ingegneria e architettura,Laurea Magistrale a ciclo unico,5,False,,,Italiano,numero chiuso
884,2018/2019,True,Chimica industriale,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0884,Bologna,Bologna,Scienze,Laurea Magistrale,2,True,Titolo multiplo (solo alcuni curricula),,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
897,2018/2019,True,Direzione aziendale,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0897,Bologna,Bologna,Economia e management,Laurea Magistrale,2,True,,Erogato in lingua straniera (solo alcuni curricula),Italiano Inglese,numero chiuso
900,2018/2019,True,Economia e professione,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0900,Bologna,Bologna,Economia e management,Laurea Magistrale,2,False,,,Italiano,numero chiuso
901,2018/2019,True,"Finanza, intermediari e mercati",http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0901,Bologna,Bologna,Economia e management,Laurea Magistrale,2,False,,,Italiano,numero chiuso
902,2018/2019,True,Innovation and organization of culture and the arts,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0902,Bologna,Bologna,Economia e management,Laurea Magistrale,2,True,Titolo multiplo,Erogato in lingua straniera,Inglese,numero chiuso
905,2018/2019,True,Economia e commercio,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0905,ForlÃ¬,ForlÃ¬,Economia e management,Laurea Magistrale,2,True,Titolo multiplo,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
915,2018/2019,False,Consulente del lavoro e delle relazioni aziendali,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0915,Bologna,Bologna,Giurisprudenza,Laurea,3,False,,,Italiano,libero accesso con verifica delle conoscenze
916,2018/2019,False,Giurista d'impresa e delle amministrazioni pubbliche,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0916,Ravenna,Ravenna,Giurisprudenza,Laurea,3,False,,,Italiano,libero accesso con verifica delle conoscenze
920,2018/2019,False,Ingegneria dell'automazione,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0920,Bologna,Bologna,Ingegneria e architettura,Laurea,3,False,,,Italiano,numero chiuso
923,2018/2019,True,Ingegneria elettronica e telecomunicazioni,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0923,Bologna,Bologna,Ingegneria e architettura,Laurea,3,False,,,Italiano,numero chiuso
924,2018/2019,True,Ingegneria energetica,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0924,Bologna,Bologna,Ingegneria e architettura,Laurea,3,False,,,Italiano,numero chiuso
925,2018/2019,True,Ingegneria gestionale,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0925,Bologna,Bologna,Ingegneria e architettura,Laurea,3,False,,,Italiano,numero chiuso
926,2018/2019,False,Ingegneria informatica,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0926,Bologna,Bologna,Ingegneria e architettura,Laurea,3,False,,,Italiano,numero chiuso
927,2018/2019,True,Ingegneria meccanica,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0927,Bologna,Bologna,Ingegneria e architettura,Laurea,3,False,,,Italiano,numero chiuso
930,2018/2019,True,Ingegneria civile,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0930,Bologna,Bologna,Ingegneria e architettura,Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
934,2018/2019,True,Ingegneria elettronica,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0934,Bologna,Bologna,Ingegneria e architettura,Laurea Magistrale,2,True,,Erogato in lingua straniera (solo alcuni curricula),Italiano Inglese,libero accesso con verifica dell'adeguatezza della preparazione
935,2018/2019,True,Ingegneria energetica,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0935,Bologna,Bologna,Ingegneria e architettura,Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
936,2018/2019,True,Ingegneria gestionale,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0936,Bologna,Bologna,Ingegneria e architettura,Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
937,2018/2019,True,Ingegneria informatica,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0937,Bologna,Bologna,Ingegneria e architettura,Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
938,2018/2019,True,Ingegneria meccanica,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0938,Bologna,Bologna,Ingegneria e architettura,Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
940,2018/2019,True,Ingegneria edile - architettura,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0940,Bologna,Bologna,Ingegneria e architettura,Laurea Magistrale a ciclo unico,5,False,,,Italiano,numero chiuso
946,2018/2019,True,Ingegneria biomedica,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0946,Cesena,Cesena,Ingegneria e architettura,Laurea,3,False,,,Italiano,numero chiuso
949,2018/2019,True,Ingegneria meccanica,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0949,ForlÃ¬,ForlÃ¬,Ingegneria e architettura,Laurea,3,False,,,Italiano,numero chiuso
956,2018/2019,True,"Dams - discipline delle arti, della musica  e dello spettacolo",http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0956,Bologna,Bologna,Studi umanistici,Laurea,3,False,,,Italiano,libero accesso con verifica delle conoscenze
957,2018/2019,False,Filosofia,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0957,Bologna,Bologna,Studi umanistici,Laurea,3,False,,,Italiano,libero accesso con verifica delle conoscenze
962,2018/2019,True,Storia,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0962,Bologna,Bologna,Studi umanistici,Laurea,3,False,,,Italiano,libero accesso con verifica delle conoscenze
964,2018/2019,True,Antropologia culturale ed etnologia,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0964,Bologna,Bologna,Studi umanistici,Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
966,2018/2019,True,"Cinema, televisione e produzione multimediale",http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0966,Bologna,Bologna,Studi umanistici,Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
970,2018/2019,True,"Filologia, letteratura e tradizione classica",http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0970,Bologna,Bologna,Studi umanistici,Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
971,2018/2019,True,Geografia e processi territoriali,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0971,Bologna,Bologna,Studi umanistici,Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
977,2018/2019,True,Arti visive,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0977,Bologna,Bologna,Studi umanistici,Laurea Magistrale,2,True,Titolo multiplo,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
979,2018/2019,True,Lingue e letterature straniere,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0979,Bologna,Bologna,"Lingue e Letterature, Traduzione e Interpretazione",Laurea,3,True,Titolo multiplo (solo alcuni curricula),,Italiano,numero chiuso
980,2018/2019,True,"Lingue, mercati e culture dell'Asia",http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0980,Bologna,Bologna,"Lingue e Letterature, Traduzione e Interpretazione",Laurea,3,False,,,Italiano,numero chiuso
981,2018/2019,True,"Letterature moderne, comparate e postcoloniali",http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0981,Bologna,Bologna,"Lingue e Letterature, Traduzione e Interpretazione",Laurea Magistrale,2,True,Titolo multiplo,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
983,2018/2019,True,Lingua e cultura italiane per stranieri,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0983,Bologna,Bologna,"Lingue e Letterature, Traduzione e Interpretazione",Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
989,2018/2019,True,Neuroscienze e riabilitazione neuropsicologica,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0989,Cesena,Cesena,Psicologia,Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
990,2018/2019,True,Psicologia clinica,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0990,Cesena,Cesena,Psicologia,Laurea Magistrale,2,True,Titolo multiplo,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
991,2018/2019,True,Psicologia cognitiva applicata,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0991,Cesena,Bologna,Psicologia,Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
993,2018/2019,True,Psicologia scolastica e di comunita',http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/0993,Cesena,Cesena,Psicologia,Laurea Magistrale,2,True,Titolo multiplo,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
8004,2018/2019,True,Astronomia,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8004,Bologna,Bologna,Scienze,Laurea,3,False,,,Italiano,numero chiuso
8005,2018/2019,True,Biotecnologie,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8005,Bologna,Bologna,Farmacia e biotecnologie,Laurea,3,False,,,Italiano,numero chiuso
8006,2018/2019,True,Chimica e chimica dei materiali,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8006,Bologna,Bologna,Scienze,Laurea,3,False,,,Italiano,numero chiuso
8007,2018/2019,False,Fisica,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8007,Bologna,Bologna,Scienze,Laurea,3,False,,,Italiano,numero chiuso
8009,2018/2019,True,Informatica,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8009,Bologna,Bologna,Scienze,Laurea,3,False,,,Italiano,numero chiuso
8010,2018/2019,True,Matematica,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8010,Bologna,Bologna,Scienze,Laurea,3,False,,,Italiano,libero accesso con verifica delle conoscenze
8011,2018/2019,True,Scienze ambientali,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8011,Ravenna,Ravenna,Scienze,Laurea,3,False,,,Italiano,libero accesso con verifica delle conoscenze
8012,2018/2019,True,Scienze biologiche,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8012,Bologna,Bologna,Scienze,Laurea,3,False,,,Italiano,numero chiuso
8014,2018/2019,True,Informatica per il management,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8014,Bologna,Bologna,Scienze,Laurea,3,False,,,Italiano,numero chiuso
8015,2018/2019,True,Scienze geologiche,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8015,Bologna,Bologna,Scienze,Laurea,3,False,,,Italiano,numero chiuso
8016,2018/2019,True,Scienze naturali,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8016,Bologna,Bologna,Scienze,Laurea,3,False,,,Italiano,numero chiuso
8018,2018/2019,True,Astrofisica e cosmologia,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8018,Bologna,Bologna,Scienze,Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
8020,2018/2019,True,Bioinformatics,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8020,Bologna,Bologna,Farmacia e biotecnologie,Laurea Magistrale,2,True,Titolo multiplo,Erogato in lingua straniera,Inglese,libero accesso con verifica dell'adeguatezza della preparazione
8021,2018/2019,True,Biologia molecolare e cellulare,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8021,Bologna,Bologna,Farmacia e biotecnologie,Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
8025,2018/2019,False,Fisica,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8025,Bologna,Bologna,Scienze,Laurea Magistrale,2,True,,Erogato in lingua straniera (solo alcuni curricula),Italiano Inglese,libero accesso con verifica dell'adeguatezza della preparazione
8026,2018/2019,True,Fotochimica e materiali molecolari,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8026,Bologna,Bologna,Scienze,Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
8027,2018/2019,True,Geologia e territorio,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8027,Bologna,Bologna,Scienze,Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
8028,2018/2019,True,Informatica,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8028,Bologna,Bologna,Scienze,Laurea Magistrale,2,True,Titolo multiplo,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
8036,2018/2019,False,Scienze e tecniche dell'attivita' motoria preventiva e adattata,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8036,Bologna,Bologna,Scienze motorie,Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
8037,2018/2019,True,Scienze e tecniche dell'attivita' sportiva,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8037,Bologna,Bologna,Scienze motorie,Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
8038,2018/2019,True,"Economia, mercati e istituzioni",http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8038,Bologna,Bologna,Economia e management,Laurea,3,False,,,Italiano,numero chiuso
8040,2018/2019,True,Servizio sociale,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8040,Bologna,Bologna,Sociologia,Laurea,3,False,,,Italiano,numero chiuso
8048,2018/2019,True,Scienze internazionali e diplomatiche,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8048,ForlÃ¬,ForlÃ¬,Scienze politiche,Laurea,3,True,,Erogato in lingua straniera (solo alcuni curricula),Italiano Inglese,numero chiuso
8049,2018/2019,True,Interdisciplinary research and studies on eastern europe,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8049,ForlÃ¬,ForlÃ¬,Scienze politiche,Laurea Magistrale,2,True,Titolo congiunto,Erogato in lingua straniera,Inglese,numero chiuso
8051,2018/2019,True,Mass media e politica,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8051,ForlÃ¬,ForlÃ¬,Scienze politiche,Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
8059,2018/2019,True,Mediazione linguistica interculturale,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8059,ForlÃ¬,ForlÃ¬,"Lingue e Letterature, Traduzione e Interpretazione",Laurea,3,True,Titolo multiplo,,Italiano,numero chiuso
8060,2018/2019,True,Interpretazione,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8060,ForlÃ¬,ForlÃ¬,"Lingue e Letterature, Traduzione e Interpretazione",Laurea Magistrale,2,False,,,Italiano,numero chiuso
8061,2018/2019,False,Traduzione specializzata,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8061,ForlÃ¬,ForlÃ¬,"Lingue e Letterature, Traduzione e Interpretazione",Laurea Magistrale,2,False,,,Italiano,numero chiuso
8182,2018/2019,True,Design del prodotto industriale,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8182,Bologna,Bologna,Ingegneria e architettura,Laurea,3,False,,,Italiano,numero chiuso
8198,2018/2019,False,Ingegneria biomedica,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8198,Cesena,Cesena,Ingegneria e architettura,Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
8204,2018/2019,True,Odontoiatria e protesi dentaria,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8204,Bologna,Bologna,Medicina e Chirurgia,Laurea Magistrale a ciclo unico,6,False,,,Italiano,numero chiuso
8208,2018/2019,True,Matematica,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8208,Bologna,Bologna,Scienze,Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
8209,2018/2019,False,Scienze e gestione della natura,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8209,Bologna,Bologna,Scienze,Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
8263,2018/2019,False,Ingegneria aerospaziale,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8263,ForlÃ¬,ForlÃ¬,Ingegneria e architettura,Laurea,3,False,,,Italiano,numero chiuso
8406,2018/2019,True,Management e marketing,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8406,Bologna,Bologna,Economia e management,Laurea,3,False,,,Italiano,numero chiuso
8408,2018/2019,True,Economics,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8408,Bologna,Bologna,Economia e management,Laurea Magistrale,2,True,,Erogato in lingua straniera,Inglese,libero accesso con verifica dell'adeguatezza della preparazione
8412,2018/2019,True,Chimica e tecnologia farmaceutiche,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8412,Bologna,Bologna,Farmacia e biotecnologie,Laurea Magistrale a ciclo unico,5,False,,,Italiano,numero chiuso
8413,2018/2019,False,Farmacia,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8413,Bologna,Bologna,Farmacia e biotecnologie,Laurea Magistrale a ciclo unico,5,False,,,Italiano,numero chiuso
8414,2018/2019,False,Farmacia,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8414,Rimini,Rimini,Farmacia e biotecnologie,Laurea Magistrale a ciclo unico,5,False,,,Italiano,numero chiuso
8415,2018/2019,True,Medicina e chirurgia,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8415,Bologna,Bologna,Medicina e Chirurgia,Laurea Magistrale a ciclo unico,6,False,,,Italiano,numero chiuso
8418,2018/2019,True,Analisi e gestione dell'ambiente,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8418,Ravenna,Ravenna,Scienze,Laurea Magistrale,2,True,Titolo multiplo (solo alcuni curricula),Erogato in lingua straniera (solo alcuni curricula),Italiano Inglese,libero accesso con verifica dell'adeguatezza della preparazione
8419,2018/2019,True,Biodiversita' ed evoluzione,http://www.unibo.it/it/didattica/corsi-di-studio/corso/2018/8419,Bologna,Bologna,Scienze,Laurea Magistrale,2,False,,,Italiano,libero accesso con verifica dell'adeguatezza della preparazione
